tempsCreacio,tempsbuscar,encerts,fallos,comp,h1,h2,h3
100, 2 ,2 ,5.1e-05, 7.85e-07 , 7.85e-07 ,7.85e-07 ,9e-07 ,9e-07,9e-07 ,3e-07 ,1.5e-07 ,1.35e-07 ,2e-07 ,190 ,10
100, 2 ,2 ,2.3e-05, 1.31e-06 , 1.31e-06 ,1.31e-06 ,1.095e-06 ,1.095e-06,1.095e-06 ,3.65e-07 ,3.15e-07 ,3.1e-07 ,3.2e-07 ,193 ,7
100, 2 ,2 ,2.9e-05, 1.545e-06 , 1.545e-06 ,1.545e-06 ,1.095e-06 ,1.095e-06,1.095e-06 ,3.65e-07 ,3.05e-07 ,5.85e-07 ,2.9e-07 ,199 ,1
100, 2 ,2 ,1.7e-05, 8e-07 , 8e-07 ,8e-07 ,7.35e-07 ,7.35e-07,7.35e-07 ,2.45e-07 ,1.55e-07 ,1.8e-07 ,2.2e-07 ,200 ,0
100, 3 ,3 ,1.6e-05, 1.22667e-06 , 1.22667e-06 ,1.22667e-06 ,1.05e-06 ,1.05e-06,1.05e-06 ,3.5e-07 ,3e-07 ,2.83333e-07 ,2.93333e-07 ,283 ,17
100, 3 ,3 ,1.4e-05, 9.46667e-07 , 9.46667e-07 ,9.46667e-07 ,8.5e-07 ,8.5e-07,8.5e-07 ,2.83333e-07 ,2.26667e-07 ,1.9e-07 ,2.46667e-07 ,290 ,10
100, 3 ,3 ,2.7e-05, 1.40333e-06 , 1.40333e-06 ,1.40333e-06 ,1.43e-06 ,1.43e-06,1.43e-06 ,4.76667e-07 ,3.2e-07 ,2.96667e-07 ,3.1e-07 ,298 ,2
100, 3 ,3 ,1.2e-05, 8.36667e-07 , 8.36667e-07 ,8.36667e-07 ,7.1e-07 ,7.1e-07,7.1e-07 ,2.36667e-07 ,2.16667e-07 ,2.26667e-07 ,1.56667e-07 ,300 ,0
100, 4 ,4 ,1.6e-05, 1.3375e-06 , 1.3375e-06 ,1.3375e-06 ,1.2225e-06 ,1.2225e-06,1.2225e-06 ,4.075e-07 ,3.075e-07 ,3.375e-07 ,2.85e-07 ,379 ,21
100, 4 ,4 ,1.8e-05, 1.365e-06 , 1.365e-06 ,1.365e-06 ,1.245e-06 ,1.245e-06,1.245e-06 ,4.15e-07 ,2.775e-07 ,3.325e-07 ,3.4e-07 ,388 ,12
100, 4 ,4 ,3.1e-05, 1.305e-06 , 1.305e-06 ,1.305e-06 ,1.2e-06 ,1.2e-06,1.2e-06 ,4e-07 ,3.15e-07 ,2.625e-07 ,3.275e-07 ,397 ,3
100, 4 ,4 ,1.8e-05, 8.575e-07 , 8.575e-07 ,8.575e-07 ,6.15e-07 ,6.15e-07,6.15e-07 ,2.05e-07 ,1.6e-07 ,2.125e-07 ,2.8e-07 ,400 ,0
1000, 2 ,2 ,0.000106, 7.895e-07 , 7.895e-07 ,7.895e-07 ,6.675e-07 ,6.675e-07,6.675e-07 ,2.225e-07 ,1.74e-07 ,1.97e-07 ,1.96e-07 ,1708 ,292
1000, 2 ,2 ,0.000133, 8.48e-06 , 8.48e-06 ,8.48e-06 ,2.355e-05 ,2.355e-05,2.355e-05 ,7.85e-06 ,2.155e-07 ,2.085e-07 ,2.06e-07 ,1829 ,171
1000, 2 ,2 ,0.000142, 1.117e-06 , 1.117e-06 ,1.117e-06 ,1.251e-06 ,1.251e-06,1.251e-06 ,4.17e-07 ,2.67e-07 ,2.32e-07 ,2.01e-07 ,1940 ,60
1000, 2 ,2 ,0.000159, 1.322e-06 , 1.322e-06 ,1.322e-06 ,1.206e-06 ,1.206e-06,1.206e-06 ,4.02e-07 ,3.03e-07 ,3.08e-07 ,3.09e-07 ,2000 ,0
1000, 3 ,3 ,0.000115, 1.4299e-05 , 1.4299e-05 ,1.4299e-05 ,8.25e-07 ,8.25e-07,8.25e-07 ,2.75e-07 ,2.23333e-07 ,2.13e-07 ,1.35877e-05 ,2675 ,325
1000, 3 ,3 ,0.000139, 1.07267e-06 , 1.07267e-06 ,1.07267e-06 ,9.53e-07 ,9.53e-07,9.53e-07 ,3.17667e-07 ,2.40667e-07 ,2.62333e-07 ,2.52e-07 ,2810 ,190
1000, 3 ,3 ,0.000104, 8.17e-07 , 8.17e-07 ,8.17e-07 ,6.87e-07 ,6.87e-07,6.87e-07 ,2.29e-07 ,1.86667e-07 ,2.10333e-07 ,1.91e-07 ,2948 ,52
1000, 3 ,3 ,0.00018, 1.005e-06 , 1.005e-06 ,1.005e-06 ,9.62e-07 ,9.62e-07,9.62e-07 ,3.20667e-07 ,2.34e-07 ,2.15667e-07 ,2.34667e-07 ,3000 ,0
1000, 4 ,4 ,0.000107, 8.095e-07 , 8.095e-07 ,8.095e-07 ,6.8625e-07 ,6.8625e-07,6.8625e-07 ,2.2875e-07 ,1.79e-07 ,2.09e-07 ,1.9275e-07 ,3621 ,379
1000, 4 ,4 ,0.000135, 1.3605e-06 , 1.3605e-06 ,1.3605e-06 ,1.19025e-06 ,1.19025e-06,1.19025e-06 ,3.9675e-07 ,3.12e-07 ,3.345e-07 ,3.1725e-07 ,3786 ,214
1000, 4 ,4 ,0.000145, 1.3055e-06 , 1.3055e-06 ,1.3055e-06 ,1.16325e-06 ,1.16325e-06,1.16325e-06 ,3.8775e-07 ,2.9675e-07 ,3.155e-07 ,3.055e-07 ,3929 ,71
1000, 4 ,4 ,0.000166, 1.33325e-06 , 1.33325e-06 ,1.33325e-06 ,1.30425e-06 ,1.30425e-06,1.30425e-06 ,4.3475e-07 ,3.13e-07 ,3.0875e-07 ,2.7675e-07 ,4000 ,0
10000, 2 ,2 ,0.001217, 9.8605e-07 , 9.8605e-07 ,9.8605e-07 ,9.033e-07 ,9.033e-07,9.033e-07 ,3.011e-07 ,2.237e-07 ,2.268e-07 ,2.3445e-07 ,16179 ,3821
10000, 2 ,2 ,0.001123, 8.8195e-07 , 8.8195e-07 ,8.8195e-07 ,7.8915e-07 ,7.8915e-07,7.8915e-07 ,2.6305e-07 ,1.969e-07 ,2.143e-07 ,2.077e-07 ,17726 ,2274
10000, 2 ,2 ,0.001238, 3.23165e-06 , 3.23165e-06 ,3.23165e-06 ,8.205e-07 ,8.205e-07,8.205e-07 ,2.735e-07 ,2.51635e-06 ,2.1835e-07 ,2.2345e-07 ,19228 ,772
10000, 2 ,2 ,0.001413, 1.01175e-06 , 1.01175e-06 ,1.01175e-06 ,9.156e-07 ,9.156e-07,9.156e-07 ,3.052e-07 ,2.3465e-07 ,2.3295e-07 ,2.3895e-07 ,20000 ,0
10000, 3 ,3 ,0.001214, 2.32663e-06 , 2.32663e-06 ,2.32663e-06 ,7.542e-07 ,7.542e-07,7.542e-07 ,2.514e-07 ,1.65253e-06 ,2.09433e-07 ,2.13267e-07 ,25923 ,4077
10000, 3 ,3 ,0.001221, 1.47053e-06 , 1.47053e-06 ,1.47053e-06 ,1.9316e-06 ,1.9316e-06,1.9316e-06 ,6.43867e-07 ,2.601e-07 ,2.712e-07 ,2.95367e-07 ,27558 ,2442
10000, 3 ,3 ,0.001327, 9.705e-07 , 9.705e-07 ,9.705e-07 ,8.815e-07 ,8.815e-07,8.815e-07 ,2.93833e-07 ,2.195e-07 ,2.267e-07 ,2.30467e-07 ,29142 ,858
10000, 3 ,3 ,0.001143, 1.7917e-06 , 1.7917e-06 ,1.7917e-06 ,1.3513e-06 ,1.3513e-06,1.3513e-06 ,4.50433e-07 ,6.70967e-07 ,3.36033e-07 ,3.34267e-07 ,30000 ,0
10000, 4 ,4 ,0.001557, 1.10308e-06 , 1.10308e-06 ,1.10308e-06 ,9.50775e-07 ,9.50775e-07,9.50775e-07 ,3.16925e-07 ,2.59275e-07 ,2.64975e-07 ,2.619e-07 ,35662 ,4338
10000, 4 ,4 ,0.001529, 1.77698e-06 , 1.77698e-06 ,1.77698e-06 ,3.0054e-06 ,3.0054e-06,3.0054e-06 ,1.0018e-06 ,2.53175e-07 ,2.605e-07 ,2.615e-07 ,37473 ,2527
10000, 4 ,4 ,0.00134, 1.4849e-06 , 1.4849e-06 ,1.4849e-06 ,2.08073e-06 ,2.08073e-06,2.08073e-06 ,6.93575e-07 ,2.508e-07 ,2.69675e-07 ,2.7085e-07 ,39151 ,849
10000, 4 ,4 ,0.001058, 1.0926e-06 , 1.0926e-06 ,1.0926e-06 ,1.04055e-06 ,1.04055e-06,1.04055e-06 ,3.4685e-07 ,2.432e-07 ,2.56025e-07 ,2.46525e-07 ,40000 ,0
100000, 2 ,2 ,0.010158, 7.9953e-07 , 7.9953e-07 ,7.9953e-07 ,7.86e-07 ,7.86e-07,7.86e-07 ,2.62e-07 ,1.7307e-07 ,1.81405e-07 ,1.83055e-07 ,161243 ,38757
100000, 2 ,2 ,0.011872, 1.00668e-06 , 1.00668e-06 ,1.00668e-06 ,9.64725e-07 ,9.64725e-07,9.64725e-07 ,3.21575e-07 ,2.255e-07 ,2.3056e-07 ,2.29045e-07 ,176977 ,23023
100000, 2 ,2 ,0.010163, 8.51245e-07 , 8.51245e-07 ,8.51245e-07 ,8.3148e-07 ,8.3148e-07,8.3148e-07 ,2.7716e-07 ,1.87945e-07 ,1.9253e-07 ,1.9361e-07 ,192299 ,7701
100000, 2 ,2 ,0.010876, 8.7588e-07 , 8.7588e-07 ,8.7588e-07 ,7.632e-07 ,7.632e-07,7.632e-07 ,2.544e-07 ,2.34115e-07 ,1.9345e-07 ,1.93915e-07 ,200000 ,0
100000, 3 ,3 ,0.010664, 8.92903e-07 , 8.92903e-07 ,8.92903e-07 ,7.8763e-07 ,7.8763e-07,7.8763e-07 ,2.62543e-07 ,2.0195e-07 ,2.15453e-07 ,2.12957e-07 ,257442 ,42558
100000, 3 ,3 ,0.010864, 8.47253e-07 , 8.47253e-07 ,8.47253e-07 ,8.2775e-07 ,8.2775e-07,8.2775e-07 ,2.75917e-07 ,1.8567e-07 ,1.91747e-07 ,1.9392e-07 ,274515 ,25485
100000, 3 ,3 ,0.011472, 8.28647e-07 , 8.28647e-07 ,8.28647e-07 ,7.2934e-07 ,7.2934e-07,7.2934e-07 ,2.43113e-07 ,1.80477e-07 ,1.88737e-07 ,2.1632e-07 ,291513 ,8487
100000, 3 ,3 ,0.010267, 8.51943e-07 , 8.51943e-07 ,8.51943e-07 ,7.4697e-07 ,7.4697e-07,7.4697e-07 ,2.4899e-07 ,1.87477e-07 ,1.93593e-07 ,2.21883e-07 ,300000 ,0
100000, 4 ,4 ,0.01082, 8.6457e-07 , 8.6457e-07 ,8.6457e-07 ,7.47143e-07 ,7.47143e-07,7.47143e-07 ,2.49048e-07 ,2.15125e-07 ,1.9993e-07 ,2.00468e-07 ,355665 ,44335
100000, 4 ,4 ,0.010886, 9.62105e-07 , 9.62105e-07 ,9.62105e-07 ,8.78145e-07 ,8.78145e-07,8.78145e-07 ,2.92715e-07 ,2.23628e-07 ,2.22193e-07 ,2.2357e-07 ,373318 ,26682
100000, 4 ,4 ,0.01071, 8.0524e-07 , 8.0524e-07 ,8.0524e-07 ,7.40153e-07 ,7.40153e-07,7.40153e-07 ,2.46718e-07 ,1.8055e-07 ,1.879e-07 ,1.90073e-07 ,391113 ,8887
100000, 4 ,4 ,0.010613, 8.71265e-07 , 8.71265e-07 ,8.71265e-07 ,7.59443e-07 ,7.59443e-07,7.59443e-07 ,2.53148e-07 ,1.90523e-07 ,2.01043e-07 ,2.26553e-07 ,400000 ,0
1000000, 2 ,2 ,0.11262, 9.38551e-07 , 9.38551e-07 ,9.38551e-07 ,9.68802e-07 ,9.68802e-07,9.68802e-07 ,3.22934e-07 ,1.9942e-07 ,2.02751e-07 ,2.13445e-07 ,1.60755e+06 ,392447
1000000, 2 ,2 ,0.103584, 9.59443e-07 , 9.59443e-07 ,9.59443e-07 ,9.88555e-07 ,9.88555e-07,9.88555e-07 ,3.29518e-07 ,2.0689e-07 ,2.14603e-07 ,2.08431e-07 ,1.76442e+06 ,235581
1000000, 2 ,2 ,0.111785, 8.89455e-07 , 8.89455e-07 ,8.89455e-07 ,8.54763e-07 ,8.54763e-07,8.54763e-07 ,2.84921e-07 ,1.98891e-07 ,2.02378e-07 ,2.03264e-07 ,1.9215e+06 ,78498
1000000, 2 ,2 ,0.103441, 9.47193e-07 , 9.47193e-07 ,9.47193e-07 ,9.47665e-07 ,9.47665e-07,9.47665e-07 ,3.15888e-07 ,2.12024e-07 ,2.1161e-07 ,2.0767e-07 ,2e+06 ,0
1000000, 3 ,3 ,0.124422, 9.46785e-07 , 9.46785e-07 ,9.46785e-07 ,1.00495e-06 ,1.00495e-06,1.00495e-06 ,3.34982e-07 ,1.99004e-07 ,2.0614e-07 ,2.06658e-07 ,2.57584e+06 ,424156
1000000, 3 ,3 ,0.103906, 9.4662e-07 , 9.4662e-07 ,9.4662e-07 ,9.77682e-07 ,9.77682e-07,9.77682e-07 ,3.25894e-07 ,2.0306e-07 ,2.08876e-07 ,2.0879e-07 ,2.74561e+06 ,254387
1000000, 3 ,3 ,0.104687, 8.14945e-07 , 8.14945e-07 ,8.14945e-07 ,7.56618e-07 ,7.56618e-07,7.56618e-07 ,2.52206e-07 ,1.84041e-07 ,1.89177e-07 ,1.89521e-07 ,2.91458e+06 ,85419
1000000, 3 ,3 ,0.102884, 8.70893e-07 , 8.70893e-07 ,8.70893e-07 ,8.54841e-07 ,8.54841e-07,8.54841e-07 ,2.84947e-07 ,1.88158e-07 ,2.02464e-07 ,1.95324e-07 ,3e+06 ,0
1000000, 4 ,4 ,0.103192, 8.64154e-07 , 8.64154e-07 ,8.64154e-07 ,8.52027e-07 ,8.52027e-07,8.52027e-07 ,2.84009e-07 ,1.87827e-07 ,1.93901e-07 ,1.98418e-07 ,3.55916e+06 ,440841
1000000, 4 ,4 ,0.109465, 9.61536e-07 , 9.61536e-07 ,9.61536e-07 ,1.0392e-06 ,1.0392e-06,1.0392e-06 ,3.46401e-07 ,1.98635e-07 ,2.06307e-07 ,2.10193e-07 ,3.73504e+06 ,264955
1000000, 4 ,4 ,0.124087, 1.39549e-06 , 1.39549e-06 ,1.39549e-06 ,1.58272e-06 ,1.58272e-06,1.58272e-06 ,5.27574e-07 ,2.811e-07 ,2.8883e-07 ,2.97988e-07 ,3.91174e+06 ,88263
1000000, 4 ,4 ,0.10925, 9.03812e-07 , 9.03812e-07 ,9.03812e-07 ,9.2945e-07 ,9.2945e-07,9.2945e-07 ,3.09817e-07 ,1.91278e-07 ,2.00759e-07 ,2.01958e-07 ,4e+06 ,0
